OMRÅDE;KØN;CIVILSTAND;TID;ALDER;INDHOLD
Odense;Kvinder;Fraskilt;2016K4;31 år;39
Odense;Kvinder;Fraskilt;2016K4;32 år;51
Odense;Kvinder;Fraskilt;2016K4;33 år;93
Odense;Kvinder;Fraskilt;2016K4;34 år;90
Odense;Kvinder;Fraskilt;2016K4;35 år;96
Odense;Kvinder;Fraskilt;2016K4;36 år;106
Odense;Kvinder;Fraskilt;2016K4;37 år;148
Odense;Kvinder;Fraskilt;2016K4;38 år;153
Odense;Kvinder;Fraskilt;2016K4;39 år;151
Odense;Kvinder;Fraskilt;2016K4;40 år;190
Odense;Kvinder;Fraskilt;2017K4;30 år;45
Odense;Kvinder;Fraskilt;2017K4;31 år;57
Odense;Kvinder;Fraskilt;2017K4;32 år;51
Odense;Kvinder;Fraskilt;2017K4;33 år;58
Odense;Kvinder;Fraskilt;2017K4;34 år;102
Odense;Kvinder;Fraskilt;2017K4;35 år;92
Odense;Kvinder;Fraskilt;2017K4;36 år;102
Odense;Kvinder;Fraskilt;2017K4;37 år;117
Odense;Kvinder;Fraskilt;2017K4;38 år;156
Odense;Kvinder;Fraskilt;2017K4;39 år;164
Odense;Kvinder;Fraskilt;2017K4;40 år;163
Odense;Kvinder;Fraskilt;2018K4;30 år;47
Odense;Kvinder;Fraskilt;2018K4;31 år;49
Odense;Kvinder;Fraskilt;2018K4;32 år;67
Odense;Kvinder;Fraskilt;2018K4;33 år;61
Odense;Kvinder;Fraskilt;2018K4;34 år;70
Odense;Kvinder;Fraskilt;2018K4;35 år;102
Odense;Kvinder;Fraskilt;2018K4;36 år;97
Odense;Kvinder;Fraskilt;2018K4;37 år;105
Odense;Kvinder;Fraskilt;2018K4;38 år;126
Odense;Kvinder;Fraskilt;2018K4;39 år;155
Odense;Kvinder;Fraskilt;2018K4;40 år;177
Odense;Kvinder;Fraskilt;2019K4;30 år;39
Odense;Kvinder;Fraskilt;2019K4;31 år;49
Odense;Kvinder;Fraskilt;2019K4;32 år;56
Odense;Kvinder;Fraskilt;2019K4;33 år;76
Odense;Kvinder;Fraskilt;2019K4;34 år;64
Odense;Kvinder;Fraskilt;2019K4;35 år;85
Odense;Kvinder;Fraskilt;2019K4;36 år;113
Odense;Kvinder;Fraskilt;2019K4;37 år;104
Odense;Kvinder;Fraskilt;2019K4;38 år;105
Odense;Kvinder;Fraskilt;2019K4;39 år;142
Odense;Kvinder;Fraskilt;2019K4;40 år;154
Odense;Kvinder;Fraskilt;2020K4;30 år;39
Odense;Kvinder;Fraskilt;2020K4;31 år;41
Odense;Kvinder;Fraskilt;2020K4;32 år;54
Odense;Kvinder;Fraskilt;2020K4;33 år;63
Odense;Kvinder;Fraskilt;2020K4;34 år;84
Odense;Kvinder;Fraskilt;2020K4;35 år;75
Odense;Kvinder;Fraskilt;2020K4;36 år;98
Odense;Kvinder;Fraskilt;2020K4;37 år;121
Odense;Kvinder;Fraskilt;2020K4;38 år;110
Odense;Kvinder;Fraskilt;2020K4;39 år;115
Odense;Kvinder;Fraskilt;2020K4;40 år;152
